Ensembl Gene ID,Up/Down Regulated,Adjusted Pv-alue,Symbol,Description
AT4G21865,Up,0.021721602, AT4G21865,Uncharacterized protein 
AT2G18160,Down,0.021792754, bZIP2,Basic leucine-zipper 2 
AT3G54250,Down,0.022036452, AT3G54250,GHMP kinase family protein 
AT2G33180,Down,0.022105186, AT2G33180,Uncharacterized protein 
AT3G57950,Up,0.022108833, AT3G57950,Cotton fiber protein 
AT1G35460,Down,0.022233809, FBH1,Basic helix-loop-helix (bHLH) DNA-binding superfamily protein 
AT3G05365,Up,0.022364565, AT3G05365,Uncharacterized protein 
AT5G20580,Down,0.022419613, AT5G20580,TMEM192 family protein 
AT4G37010,Up,0.022419613, CEN2,Centrin 2 
AT2G40960,Down,0.02247054, AT2G40960,Single-stranded nucleic acid binding R3H protein 
AT4G27350,Down,0.02247054, AT4G27350,"Membrane lipoprotein lipid attachment site-like protein, putative (DUF1223) "
AT2G22122,Down,0.022497518, AT2G22122,Uncharacterized protein 
AT3G62880,Down,0.022497518, ATOEP16-4,Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein 
AT5G01830,Up,0.022597582, SAUR21,ARM repeat superfamily protein 
AT5G48410,Up,0.022671581, GLR1.3,Glutamate receptor 1.3 
AT1G07620,Up,0.022673775, ATOBGM,GTP-binding protein Obg/CgtA 
AT4G20820,Up,0.02268176, AT4G20820,FAD-binding Berberine family protein 
AT4G25910,Down,0.022713816, NFU3,NFU domain protein 3 
AT5G11140,Up,0.022763659, AT5G11140,Phospholipase-like protein (PEARLI 4) family protein 
AT1G27500,Up,0.022836048, KLCR3,Tetratricopeptide repeat (TPR)-like superfamily protein 
AT2G05210,Down,0.022893112, AtPOT1a,"Nucleic acid-binding, OB-fold-like protein "
AT3G63088,Down,0.023029034, RTFL14,ROTUNDIFOLIA like 14 
AT4G01540,Up,0.023082962, NTM1,NAC with transmembrane motif1 
AT3G48185,Down,0.023209178, AT3G48185,Uncharacterized protein 
AT4G34860,Down,0.023255764, A/N-InvB,Plant neutral invertase family protein 
AT2G32380,Up,0.023290242, AT2G32380,"Transmembrane protein 97, Putative "
AT4G09900,Down,0.023335559, MES12,Methyl esterase 12 
AT1G80690,Down,0.023522007, AT1G80690,PPPDE putative thiol peptidase family protein 
AT1G66840,Down,0.023710984, PMI2,PLASTID MOVEMENT IMPAIRED protein (DUF827) 
AT1G35210,Up,0.023738776, AT1G35210,Uncharacterized protein 
AT5G63140,Down,0.023772807, PAP29,Purple acid phosphatase 29 
AT1G63855,Down,0.023904534, AT1G63855,Putative methyltransferase family protein 
AT2G43840,Down,0.024221536, UGT74F1,UDP-glycosyltransferase 74 F1 
AT2G38970,Down,0.024304565, AT2G38970,Zinc finger (C3HC4-type RING finger) family protein 
AT4G23700,Up,0.02434907, CHX17,Cation/H+ exchanger 17 
AT4G31240,Down,0.024441983, AT4G31240,Protein kinase C-like zinc finger protein 
AT2G21650,Down,0.024593705, MEE3,Homeodomain-like superfamily protein 
AT1G21360,Down,0.024700736, GLTP2,Glycolipid transfer protein 2 
AT3G50800,Up,0.024791983, AT3G50800,Uncharacterized protein 
AT5G19320,Up,0.024798056, RANGAP2,RAN GTPase activating protein 2 
AT3G03980,Down,0.024891384, AT3G03980,NAD(P)-binding Rossmann-fold superfamily protein 
AT1G14490,Up,0.025100898, AT1G14490,Putative AT-hook DNA-binding family protein 
AT1G64160,Up,0.025335514, DIR5,Disease resistance-responsive (dirigent-like protein) family protein 
AT1G65390,Up,0.025336165, PP2-A5,Phloem protein 2 A5 
AT2G07774,Down,0.025403306, AT2G07774,Uncharacterized protein 
AT1G58180,Down,0.025405939, BCA6,Beta carbonic anhydrase 6 
AT1G80870,Down,0.025469403, AT1G80870,Protein kinase superfamily protein 
AT1G13550,Up,0.025517907, AT1G13550,
AT1G51805,Up,0.025588814, AT1G51805,Leucine-rich repeat protein kinase family protein 
AT1G61415,Up,0.025633787, AT1G61415,CAP-gly domain linker 
AT1G59940,Up,0.025672133, ARR3,Response regulator 3 
AT1G02705,Down,0.025763514, AT1G02705,Uncharacterized protein 
AT3G46735,Up,0.025791481, AT3G46735,Uncharacterized protein 
AT4G32970,Down,0.025963851, AT4G32970,BRISC/BRCA1-A complex protein 
AT3G53830,Up,0.026099828, AT3G53830,Regulator of chromosome condensation (RCC1) family protein 
AT5G10080,Down,0.026132555, AT5G10080,Eukaryotic aspartyl protease family protein 
AT5G57640,Up,0.02616977, AT5G57640,GCK domain-containing protein 
AT1G76952,Down,0.026191756, IDL5,Inflorescence deficient in abscission (IDA)-like 5 
AT4G26660,Down,0.026191756, AT4G26660,Kinesin-like protein 
AT3G61113,Down,0.02624548, AT3G61113,Ubiquitin related modifier 1 
AT2G05160,Down,0.026380225, AT2G05160,CCCH-type zinc fingerfamily protein with RNA-binding domain-containing protein 
AT1G07410,Down,0.026425703, RABA2b,RAB GTPase homolog A2B 
AT1G71970,Down,0.026425703, AT1G71970,Uncharacterized protein 
AT1G14900,Down,0.026553506, HMGA,High mobility group A 
AT4G16510,Down,0.026553506, AT4G16510,YbaK/aminoacyl-tRNA synthetase-associated domain-containing protein 
AT1G64455,Down,0.026589952, AT1G64455,Collagen triple helix protein 
AT4G36510,Up,0.026723415, AT4G36510,Uncharacterized protein 
AT2G41170,Up,0.026889486, AT2G41170,F-box family protein 
AT1G55130,Down,0.026923935, TMN6,Endomembrane protein 70 protein family 
AT5G07770,Up,0.026942271, AT5G07770,Actin-binding FH2 protein 
AT3G23210,Down,0.026955583, bHLH34,Basic helix-loop-helix (bHLH) DNA-binding superfamily protein 
AT2G22760,Up,0.026982788, AT2G22760,Basic helix-loop-helix (bHLH) DNA-binding superfamily protein 
AT2G42770,Down,0.026988044, AT2G42770,Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein 
AT4G24940,Down,0.026988044, SAE1A,SUMO-activating enzyme 1A 
AT4G28380,Down,0.026988044, AT4G28380,Leucine-rich repeat (LRR) family protein 
AT4G32860,Up,0.027136758, AT4G32860,Avr9/Cf-9 rapidly elicited protein 
AT4G27290,Up,0.027191936, AT4G27290,S-locus lectin protein kinase family protein 
AT4G04200,Down,0.027216827, AT4G04200,Microsomal signal peptidase 25 kDa subunit (SPC25) 
AT5G02640,Down,0.027247759, AT5G02640,Uncharacterized protein 
AT3G13403,Down,0.027368452, AT3G13403,Defensin-like (DEFL) family protein 
AT1G15900,Up,0.027372734, AT1G15900,Uncharacterized protein 
AT5G59050,Down,0.02739793, AT5G59050,G patch domain protein 
AT3G05936,Down,0.027426068, AT3G05936,Uncharacterized protein 
AT3G62100,Down,0.027426068, IAA30,Indole-3-acetic acid inducible 30 
AT1G06135,Up,0.027493748, AT1G06135,Uncharacterized protein 
AT1G20540,Down,0.027528786, AT1G20540,Transducin/WD40 repeat-like superfamily protein 
AT3G13210,Up,0.02780996, AT3G13210,"Crooked neck protein, putative / cell cycle protein "
AT1G08290,Up,0.027842957, WIP3,WIP domain protein 3 
AT5G60950,Up,0.027842957, COBL5,COBRA-like protein 5 
AT4G27420,Up,0.027919565, ABCG9,ABC-2 type transporter family protein 
AT3G63060,Up,0.027924011, EDL3,EID1-like 3 
AT2G16060,Up,0.027960905, HB1,Hemoglobin 1 
AT4G02040,Up,0.027962632, AT4G02040,Uncharacterized protein 
AT1G80110,Up,0.028079533, PP2-B11,Phloem protein 2-B11 
AT2G43280,Down,0.028165041, AT2G43280,Far-red impaired responsive (FAR1) family protein 
AT2G34980,Down,0.028188436, SETH1,Phosphatidylinositolglycan synthase family protein 
AT3G10310,Up,0.028227594, AT3G10310,P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain-containing protein 
AT3G57700,Up,0.028395314, AT3G57700,Protein kinase superfamily protein 
AT1G47960,Down,0.028412628, C/VIF1,Cell wall / vacuolar inhibitor of fructosidase 1 
AT3G48840,Up,0.028486355, AT3G48840,RNA-binding (RRM/RBD/RNP motifs) family protein 
AT1G74590,Up,0.028524096, GSTU10,Glutathione S-transferase TAU 10 
AT2G38830,Up,0.028714005, AT2G38830,Ubiquitin-conjugating enzyme/RWD-like protein 
AT2G27507,Up,0.028836471, AT2G27507,Uncharacterized protein 
AT2G15830,Down,0.02888643, AT2G15830,Uncharacterized protein 
AT3G04140,Down,0.02888643, AT3G04140,Ankyrin repeat family protein 
AT3G23260,Down,0.029020739, AT3G23260,F-box and associated interaction domains-containing protein 
AT5G03210,Up,0.029119267, DIP2,E3 ubiquitin-protein ligase 
AT2G37070,Up,0.029147846, AT2G37070,TRIO/F-actin-binding protein 
AT5G09820,Down,0.029255471, AT5G09820,Plastid-lipid associated protein PAP / fibrillin family protein 
AT5G54250,Down,0.029418498, CNGC4,Cyclic nucleotide-gated cation channel 4 
AT4G36170,Down,0.029452994, AT4G36170,Uncharacterized protein 
AT3G28740,Down,0.029552041, CYP81D11,Cytochrome P450 superfamily protein 
AT1G14700,Down,0.029559755, PAP3,Purple acid phosphatase 3 
AT5G06100,Down,0.029622634, MYB33,Myb domain protein 33 
AT5G14090,Down,0.029645472, AT5G14090,Regulator of nonsense transcript protein 
AT2G43340,Down,0.029853192, AT2G43340,
AT2G13660,Up,0.030049067, AT2G13660,Uncharacterized protein 
AT5G64600,Down,0.030073529, AT5G64600,O-fucosyltransferase family protein 
AT2G36050,Down,0.030083194, OFP15,Ovate family protein 15 
AT4G26150,Down,0.030085999, CGA1,Cytokinin-responsive gata factor 1 
AT3G57500,Down,0.030098833, AT3G57500,Fission regulator-like protein 
AT2G37100,Down,0.030115057, AT2G37100,Protamine P1 family protein 
AT4G04415,Up,0.030122008, AT4G04415,Uncharacterized protein 
AT3G52770,Down,0.030188777, ZPR3,Binding protein 
AT5G47850,Up,0.030195179, CCR4,CRINKLY4 related 4 
AT4G00850,Up,0.030201071, GIF3,GRF1-interacting factor 3 
AT4G23320,Up,0.030315587, CRK24,Cysteine-rich RLK (RECEPTOR-like protein kinase) 24 
AT1G65690,Up,0.030557243, AT1G65690,Late embryosis abundant (LEA) hydroxyproline-rich glycoprotein family 
AT5G26731,Up,0.030557243, AT5G26731,Uncharacterized protein 
AT4G03292,Up,0.030604584, AT4G03292,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein "
AT3G57190,Down,0.030672654, PrfB3,Peptide chain release factor 
AT4G11320,Up,0.030672654, AT4G11320,Papain family cysteine protease 
AT3G53450,Up,0.03076635, LOG4,Putative lysine decarboxylase family protein 
AT2G04430,Up,0.031118815, NUDT5,Nudix hydrolase homolog 5 
AT4G14130,Down,0.031137976, XTH15,Xyloglucan endotransglucosylase/hydrolase 15 
AT3G21260,Down,0.03117652, GLTP3,Glycolipid transfer protein (GLTP) family protein 
AT1G67690,Down,0.031195593, AT1G67690,Zincin-like metalloproteases family protein 
AT2G37650,Down,0.031389559, AT2G37650,GRAS family transcription factor 
AT5G35080,Down,0.031428685, OS9,ER lectin-like protein 
AT5G42990,Down,0.031443305, UBC18,Ubiquitin-conjugating enzyme 18 
AT3G27050,Down,0.031660847, AT3G27050,Plant/protein 
AT5G16570,Down,0.031802051, GLN1;4,Glutamine synthetase 1;4 
AT1G50400,Up,0.031802051, AT1G50400,Eukaryotic porin family protein 
AT1G26190,Down,0.031845456, AT1G26190,Phosphoribulokinase / Uridine kinase family 
AT3G23010,Up,0.031869581, RLP36,Receptor like protein 36 
AT2G26760,Down,0.031976927, CYCB1;4,Cyclin B1;4 
AT1G31320,Down,0.032089525, LBD4,LOB domain-containing protein 4 
AT3G25011,Down,0.032110521, AT3G25011,Uncharacterized protein 
AT1G68600,Down,0.032204211, AT1G68600,Aluminum activated malate transporter family protein 
AT2G28070,Down,0.032249827, ABCG3,ABC-2 type transporter family protein 
AT1G27020,Up,0.032255306, AT1G27020,Plant/protein 
AT2G32500,Down,0.032290224, AT2G32500,Stress responsive alpha-beta barrel domain protein 
AT4G34580,Down,0.032564101, COW1,Sec14p-like phosphatidylinositol transfer family protein 
AT5G62490,Up,0.032597997, HVA22B,HVA22 homologue B 
AT4G22755,Down,0.032611983, AT4G22755,Methylsterol monooxygenase 1-3 
AT2G37460,Down,0.032773289, UMAMIT12,Nodulin MtN21 /EamA-like transporter family protein 
AT1G06800,Up,0.032971094, PLA-I{gamma}1,Alpha/beta-Hydrolases superfamily protein 
AT1G54730,Down,0.033097469, AT1G54730,Major facilitator superfamily protein 
AT4G11470,Up,0.033353992, CRK31,Cysteine-rich RLK (RECEPTOR-like protein kinase) 31 
AT2G25470,Up,0.03364078, RLP21,Receptor like protein 21 
AT3G05730,Down,0.033700355, AT3G05730,Defensin-like protein 
AT1G51820,Up,0.033753034, AT1G51820,Leucine-rich repeat protein kinase family protein 
AT1G44608,Up,0.033770039, AT1G44608,Uncharacterized protein 
AT2G38823,Up,0.033803955, AT2G38823,Uncharacterized protein 
AT1G52880,Down,0.033952447, NAM,NAC (No Apical Meristem) domain transcriptional regulator superfamily protein 
AT4G23310,Up,0.033957347, CRK23,Cysteine-rich RLK (RECEPTOR-like protein kinase) 23 
AT3G51860,Up,0.033978131, CAX3,Cation exchanger 3 
AT5G43860,Down,0.034080763, CLH2,Chlorophyllase 2 
AT1G01570,Down,0.03409569, AT1G01570,Transferring glycosyl group transferase (DUF604) 
AT2G23830,Up,0.034156164, AT2G23830,PapD-like superfamily protein 
AT3G55170,Down,0.034392135, AT3G55170,Ribosomal L29 family protein 
AT4G33020,Up,0.034542724, ZIP9,ZIP metal ion transporter family 
AT3G42630,Down,0.034696033, AT3G42630,Pentatricopeptide repeat (PPR) superfamily protein 
AT1G21410,Down,0.034706344, SKP2A,F-box/RNI-like superfamily protein 
AT5G41160,Up,0.034743708, PUP12,Purine permease 12 
AT1G80700,Down,0.034767081, AT1G80700,Stress response NST1-like protein 
AT3G07190,Down,0.035482626, AT3G07190,B-cell receptor-associated protein 31-like protein 
AT5G06940,Down,0.035636286, AT5G06940,Leucine-rich repeat receptor-like protein kinase family protein 
AT4G29540,Down,0.035804198, LpxA,Bacterial transferase hexapeptide repeat-containing protein 
AT3G28925,Up,0.035917027, AT3G28925,Structural maintenance of chromosomes protein 
AT2G01913,Down,0.036174941, AT2G01913,Uncharacterized protein 
AT4G33930,Up,0.036314069, AT4G33930,Cupredoxin superfamily protein 
AT5G17330,Up,0.036326265, GAD,Glutamate decarboxylase 
AT5G55840,Down,0.036473202, AT5G55840,PPR superfamily protein 
AT2G04795,Down,0.03673754, AT2G04795,Uncharacterized protein 
AT3G04110,Up,0.036871493, GLR1.1,Glutamate receptor 1.1 
AT4G10890,Down,0.036952229, AT4G10890,DDE family endonuclease 
AT4G29610,Up,0.037146093, AT4G29610,Cytidine/deoxycytidylate deaminase family protein 
AT4G32140,Up,0.037462198, AT4G32140,EamA-like transporter family 
AT3G50420,Down,0.037782756, AT3G50420,Pentatricopeptide repeat (PPR) superfamily protein 
AT1G16150,Up,0.037906449, WAKL4,Wall associated kinase-like 4 
AT3G09600,Down,0.037992416, RVE8,Homeodomain-like superfamily protein 
AT1G17350,Down,0.037999259, AT1G17350,NADH:ubiquinone oxidoreductase intermediate-associated protein 30 
AT1G77090,Down,0.038201541, AT1G77090,Thylakoid lumenal protein (Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein) 
AT5G64850,Down,0.03834274, AT5G64850,Sorbin/SH3 domain protein 
AT3G50920,Down,0.038367344, LPPepsilon1,Phosphatidic acid phosphatase (PAP2) family protein 
AT4G03100,Down,0.038367344, AT4G03100,Rho GTPase activating protein with PAK-box/P21-Rho-binding domain-containing protein 
AT3G58470,Down,0.038824223, AT3G58470,Nucleic acid binding / methyltransferase 
AT2G02240,Up,0.038889238, MEE66,F-box family protein 
AT4G36770,Up,0.038889238, AT4G36770,UDP-Glycosyltransferase superfamily protein 
AT1G15570,Down,0.038910766, CYCA2;3,CYCLIN A2;3 
AT2G41290,Down,0.038910766, SSL2,Strictosidine synthase-like 2 
AT5G24570,Down,0.038981624, AT5G24570,Uncharacterized protein 
AT5G66440,Down,0.039661378, AT5G66440,TRNA-methyltransferase non-catalytic subunit trm6MTase subunit 
AT1G52450,Down,0.039768897, AT1G52450,Ubiquitin carboxyl-terminal hydrolase-related protein 
AT1G10657,Down,0.039779327, AT1G10657,Uncharacterized protein 
AT4G32360,Down,0.040118584, AT4G32360,Pyridine nucleotide-disulfide oxidoreductase family protein 
AT1G72220,Up,0.040276061, AT1G72220,RING/U-box superfamily protein 
AT4G37550,Down,0.040415386, AT4G37550,Acetamidase/Formamidase family protein 
AT5G50760,Up,0.040498194, AT5G50760,SAUR-like auxin-responsive protein family 
AT1G48355,Down,0.040572921, AT1G48355,Uncharacterized protein 
AT3G06790,Down,0.040591018, MORF3,Plastid developmental protein DAG 
AT1G59540,Down,0.040655002, ZCF125,P-loop containing nucleoside triphosphate hydrolases superfamily protein 
AT5G45040,Down,0.040711166, CYTC6A,Cytochrome c 
AT5G40300,Down,0.041209317, AT5G40300,Uncharacterized protein family (UPF0497) 
AT5G52050,Up,0.041229179, AT5G52050,MATE efflux family protein 
AT4G38160,Down,0.041262777, pde191,Mitochondrial transcription termination factor family protein 
AT4G14096,Down,0.041529518, AT4G14096,F-box/RNI-like superfamily protein 
AT1G36390,Down,0.041608181, AT1G36390,Co-chaperone GrpE family protein 
AT5G07165,Up,0.041618473, AT5G07165,Uncharacterized protein 
AT3G04450,Down,0.041686611, AT3G04450,Homeodomain-like superfamily protein 
AT2G37870,Up,0.041736462, AT2G37870,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein 
AT5G27360,Down,0.041840921, SFP2,Major facilitator superfamily protein 
AT2G04530,Down,0.042038457, CPZ,Metallo-hydrolase/oxidoreductase superfamily protein 
AT2G35140,Down,0.042129458, AT2G35140,DCD (Development and Cell Death) domain protein 
AT5G03890,Up,0.042179152, AT5G03890,Uncharacterized protein 
AT3G46130,Down,0.042203647, MYB48,Myb domain protein 48 
AT5G06310,Up,0.042229179, AtPOT1b,"Nucleic acid-binding, OB-fold-like protein "
AT1G11220,Down,0.042303563, AT1G11220,"Cotton fiber, putative (DUF761) "
AT1G31010,Up,0.042679412, OSB4,Organellar single-stranded DNA binding protein 4 
AT3G16030,Up,0.042836975, CES101,Lectin protein kinase family protein 
AT1G11670,Up,0.042852145, AT1G11670,MATE efflux family protein 
AT3G04160,Down,0.042853673, AT3G04160,U11/U12 small nuclear ribonucleoprotein 
AT5G45660,Down,0.042859142, AT5G45660,Adenine phosphoribosyltransferase 
AT1G72950,Up,0.043127166, AT1G72950,Disease resistance protein (TIR-NBS class) 
AT2G23690,Down,0.043151023, AT2G23690,HTH-type transcriptional regulator 
AT1G10460,Down,0.043347348, GLP7,Germin-like protein 7 
AT5G52570,Up,0.043385397, BETA-OHASE 2,Beta-carotene hydroxylase 2 
ATMG00720,Up,0.043464768, ,
AT5G43910,Down,0.043676421, AT5G43910,PfkB-like carbohydrate kinase family protein 
AT2G36780,Up,0.043796414, AT2G36780,UDP-Glycosyltransferase superfamily protein 
AT2G21860,Down,0.043822556, AT2G21860,Violaxanthin de-epoxidase-like protein 
AT5G53840,Up,0.044013832, AT5G53840,F-box/RNI-like/FBD-like domains-containing protein 
AT1G59700,Down,0.044013832, GSTU16,Glutathione S-transferase TAU 16 
AT4G38210,Down,0.044090762, EXPA20,Expansin A20 
AT5G08350,Down,0.044090762, AT5G08350,GRAM domain-containing protein / ABA-responsive protein-like protein 
AT2G21350,Up,0.044142662, AT2G21350,RNA-binding CRS1 / YhbY (CRM) domain protein 
AT2G38070,Down,0.044174909, AT2G38070,"LOW protein: UPF0503-like protein, putative (DUF740) "
AT4G26220,Up,0.044330961, AT4G26220,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein 
AT1G64583,Down,0.044479888, AT1G64583,Tetratricopeptide repeat (TPR)-like superfamily protein 
AT3G07273,Up,0.044491319, AT3G07273,Uncharacterized protein 
AT4G17250,Up,0.044641525, AT4G17250,Uncharacterized protein 
AT5G58690,Up,0.0446544, PLC5,Phosphatidylinositol-speciwc phospholipase C5 
AT1G28230,Down,0.044664151, PUP1,Purine permease 1 
AT2G46640,Up,0.045503787, AT2G46640,NAD-dependent protein deacetylase HST1-like protein 
AT5G59700,Up,0.045687305, AT5G59700,Protein kinase superfamily protein 
AT1G71050,Down,0.045756947, HIPP20,Heavy metal transport/detoxification superfamily protein 
AT4G03460,Up,0.045756947, AT4G03460,Ankyrin repeat family protein 
AT2G39000,Down,0.045812366, AT2G39000,Acyl-CoA N-acyltransferases (NAT) superfamily protein 
AT1G75335,Up,0.045970293, AT1G75335,Nucleolar-like protein 
AT5G41220,Down,0.046146145, GSTT3,Glutathione S-transferase THETA 3 
AT1G75040,Up,0.046189886, PR5,Pathosis-related protein 5 
AT3G56260,Down,0.04636307, AT3G56260,Uncharacterized protein 
AT1G08125,Down,0.046396324, AT1G08125,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein 
