Geneid	Chr	Start	End	Strand	Length	control_1	control_2	control_3	uvc_1	uvc_2	uvc_3
gene:AT5G14070	5	4541780	4542585	+	806	31	50	70	13	0	0
gene:AT5G14080	5	4543068	4545416	-	2349	118	128	30	55	83	33
gene:AT5G14090	5	4547202	4549675	+	2474	177	375	75	75	1	44
gene:AT5G14100	5	4549438	4551843	-	2406	86	129	81	0	0	4
gene:AT5G14105	5	4551864	4553051	-	1188	75	114	39	186	103	141
gene:AT5G14110	5	4553803	4554597	-	795	0	5	0	0	6	4
gene:AT5G14120	5	4555821	4558710	+	2890	583	1514	440	657	271	374
gene:AT5G14130	5	4558704	4560315	-	1612	1	2	0	0	0	0
gene:AT5G14140	5	4561449	4563893	+	2445	103	44	47	0	2	16
gene:AT5G14150	5	4565135	4566988	-	1854	0	0	1	0	1	0
gene:AT5G14160	5	4567333	4568467	+	1135	13	2	0	0	0	0
gene:AT5G14170	5	4568480	4570994	-	2515	116	281	132	242	55	87
gene:AT5G14180	5	4571294	4574679	-	3386	1	0	38	4	0	0
gene:AT5G14200	5	4576123	4578402	+	2280	673	798	207	1121	507	320
gene:AT5G14210	5	4578378	4582856	-	4479	361	694	215	362	240	178
gene:AT5G14220	5	4582629	4587653	-	5025	129	380	115	605	54	102
gene:AT5G14230	5	4591690	4595964	+	4275	60	20	47	15	27	103
gene:AT5G14240	5	4595928	4597708	-	1781	354	260	186	269	175	215
gene:AT5G14250	5	4597868	4600835	+	2968	47	169	55	499	211	148
gene:AT5G14260	5	4600904	4604482	+	3579	800	1015	312	1310	291	454
gene:AT5G14270	5	4604608	4608921	+	4314	480	718	344	2046	376	552
gene:AT5G14275	5	4604789	4605007	-	219	23	52	13	96	0	6
gene:AT5G14280	5	4608745	4610448	+	1704	14	28	52	123	8	9
gene:AT5G14285	5	4610567	4611658	+	1092	12	134	7	26	48	13
gene:AT5G14290	5	4612097	4614401	-	2305	0	0	0	0	0	0
gene:AT5G14300	5	4613102	4614023	+	922	0	0	0	0	0	0
gene:AT5G14310	5	4615163	4617633	+	2471	195	231	83	947	133	301
gene:AT5G14320	5	4617218	4618981	-	1764	781	1672	593	1123	270	553
gene:AT5G14330	5	4619727	4620551	-	825	48	15	8	5	2	37
gene:AT5G14340	5	4623198	4624960	+	1763	0	0	0	0	0	0
gene:AT5G14345	5	4626175	4626782	-	608	0	0	0	0	0	0
gene:AT5G14350	5	4627140	4628703	-	1564	67	65	50	1	0	0
gene:AT5G14360	5	4630892	4631851	+	960	0	0	0	0	2	0
gene:AT5G14370	5	4631891	4633925	-	2035	706	520	339	550	96	221
gene:AT5G14380	5	4635644	4636676	-	1033	3	5	0	0	1	0
gene:AT5G14390	5	4637287	4639835	-	2549	278	357	210	89	4	70
gene:AT5G14400	5	4643510	4646530	+	3021	22	10	4	2	1	0
gene:AT5G14410	5	4646702	4647503	-	802	69	3	0	8	0	0
gene:AT5G14420	5	4648081	4651442	-	3362	175	276	106	125	13	219
gene:AT5G14430	5	4652915	4655973	+	3059	317	832	272	739	160	142
gene:AT5G14440	5	4655903	4657907	-	2005	272	292	90	931	277	152
gene:AT5G14450	5	4658441	4660175	+	1735	352	481	76	190	83	62
gene:AT5G14460	5	4660059	4662668	-	2610	234	399	247	454	132	70
gene:AT5G14470	5	4662775	4664681	-	1907	0	6	0	0	0	0
gene:AT5G14480	5	4667774	4670213	+	2440	86	110	22	39	52	54
gene:AT5G14490	5	4670289	4672958	-	2670	0	0	0	11	35	23
gene:AT5G14500	5	4674213	4676872	-	2660	135	215	48	707	41	47
gene:AT5G14510	5	4677925	4679317	-	1393	106	128	19	328	79	30
gene:AT5G14515	5	4678005	4679595	+	1591	106	119	19	324	79	30
gene:AT5G14520	5	4680540	4684472	-	3933	408	595	235	1436	681	667
gene:AT5G14530	5	4684597	4687023	-	2427	25	83	21	0	0	30
gene:AT5G14540	5	4687069	4689923	-	2855	403	391	266	1538	196	294
gene:AT5G14550	5	4691006	4694055	-	3050	376	542	163	804	135	140
gene:AT5G14560	5	4693964	4694086	+	123	13	43	5	0	0	19
gene:AT5G14570	5	4695084	4697078	-	1995	164	244	179	264	141	197
gene:AT5G14580	5	4697207	4703091	-	5885	117	57	96	216	30	39
gene:AT5G14590	5	4703298	4706826	-	3529	307	527	148	114	105	44
gene:AT5G14600	5	4706891	4709163	+	2273	69	80	23	79	28	82
gene:AT5G14602	5	4709262	4709871	+	610	0	1	0	0	0	7
gene:AT5G14610	5	4710563	4715076	+	4514	129	226	123	80	7	55
gene:AT5G14620	5	4715105	4718704	-	3600	128	163	63	56	32	41
gene:AT5G14640	5	4718994	4722371	-	3378	131	102	62	422	39	249
gene:AT5G14650	5	4724407	4726675	+	2269	28	50	6	46	0	0
gene:AT5G14660	5	4726641	4728746	-	2106	203	226	44	36	61	20
gene:AT5G14670	5	4728947	4730952	+	2006	0	0	0	0	0	0
gene:AT5G14680	5	4730836	4733225	-	2390	107	119	53	65	1	15
gene:AT5G14690	5	4733658	4736645	-	2988	0	1	1	0	1	0
gene:AT5G14700	5	4740238	4743539	-	3302	33	32	38	1863	532	591
gene:AT5G14710	5	4746264	4747934	+	1671	150	97	43	177	227	507
gene:AT5G14720	5	4747860	4753781	-	5922	565	1003	390	1146	625	585
gene:AT5G14730	5	4756057	4757744	+	1688	44	38	0	4762	685	857
gene:AT5G14740	5	4757856	4762666	+	4811	6254	11579	3891	4900	984	1562
gene:AT5G14750	5	4763372	4764834	-	1463	0	0	0	0	0	0
gene:AT5G14760	5	4768263	4772153	+	3891	159	225	90	1365	420	208
gene:AT5G14770	5	4772117	4775833	-	3717	110	63	32	102	85	74
gene:AT5G14780	5	4776733	4779526	+	2794	1519	1428	930	1697	766	1130
gene:AT5G14790	5	4782909	4785847	+	2939	119	133	71	25	35	112
gene:AT5G14800	5	4785960	4787996	-	2037	394	528	154	209	150	105
gene:AT5G14820	5	4792072	4794153	-	2082	0	0	0	1	0	0
gene:AT5G14850	5	4801870	4805036	-	3167	44	106	126	266	33	50
gene:AT5G14860	5	4805846	4807837	+	1992	0	1	0	0	0	0
gene:AT5G14870	5	4808091	4811093	-	3003	17	0	1	84	0	18
gene:AT5G14880	5	4813931	4817881	+	3951	722	841	368	704	365	187
gene:AT5G14890	5	4817997	4820601	+	2605	43	35	9	83	0	50
gene:AT5G14895	5	4820830	4821859	+	1030	0	1	0	0	0	0
gene:AT5G14900	5	4822676	4823581	-	906	0	0	0	0	0	0
gene:AT5G14910	5	4823553	4825652	+	2100	582	1197	508	886	183	481
gene:AT5G14920	5	4826141	4828384	+	2244	1298	1569	816	1572	830	506
gene:AT5G14930	5	4828499	4830982	+	2484	88	88	31	1340	282	249
gene:AT5G14940	5	4831583	4834532	-	2950	403	352	293	3	8	64
gene:AT5G14950	5	4837071	4842067	-	4997	437	655	188	1400	89	272
gene:AT5G14960	5	4843855	4846664	+	2810	24	9	8	46	2	33
gene:AT5G14970	5	4847247	4849053	+	1807	457	553	360	603	192	190
gene:AT5G14980	5	4849600	4850583	+	984	0	0	0	2	0	0
gene:AT5G14990	5	4850668	4853087	+	2420	0	7	0	0	0	0
gene:AT5G14995	5	4853413	4853718	+	306	0	0	0	0	0	0
gene:AT5G15000	5	4854875	4855171	+	297	0	0	0	0	0	0
gene:AT5G15008	5	4856975	4857139	-	165	0	0	0	0	0	0
gene:AT5G15010	5	4857147	4859125	+	1979	41	57	10	16	16	54
gene:AT5G15020	5	4859127	4866034	-	6908	876	917	439	1922	486	445
gene:AT5G15025	5	4866954	4867558	-	605	6	53	1	130	67	0
gene:AT5G15030	5	4867971	4869079	-	1109	0	0	0	1	0	0
gene:AT5G15040	5	4869754	4870741	-	988	0	0	0	0	10	0
gene:AT5G15050	5	4871531	4873683	-	2153	96	136	59	78	0	5
gene:AT5G15060	5	4874332	4875949	-	1618	0	0	0	123	0	0
gene:AT5G15070	5	4876515	4885836	+	9322	37	145	95	7	28	186
gene:AT5G15080	5	4886029	4888817	+	2789	245	226	49	536	42	160
gene:AT5G15090	5	4888964	4891603	-	2640	792	983	381	7338	2601	1930
gene:AT5G15100	5	4892016	4894113	-	2098	0	0	0	1	0	1
gene:AT5G15110	5	4895750	4897966	+	2217	1	0	0	0	0	0
gene:AT5G15120	5	4898641	4900734	+	2094	2	0	10	4	0	0
gene:AT5G15130	5	4904290	4907094	+	2805	0	0	0	6	19	0
gene:AT5G15140	5	4908651	4910920	+	2270	0	0	0	0	0	0
gene:AT5G15150	5	4913699	4915976	-	2278	0	12	15	1	49	23
gene:AT5G15160	5	4921243	4922812	-	1570	0	0	0	0	0	0
gene:AT5G15170	5	4925850	4929502	-	3653	41	43	41	174	43	47
gene:AT5G15180	5	4930425	4932406	+	1982	56	25	4	99	0	0
gene:AT5G15190	5	4932708	4933620	-	913	0	1	0	0	0	70
gene:AT5G15200	5	4934810	4936429	-	1620	1751	2936	850	3300	963	705
gene:AT5G15210	5	4937465	4939207	-	1743	295	282	184	400	68	102
gene:AT5G15220	5	4941237	4942784	-	1548	119	138	41	313	46	34
gene:AT5G15230	5	4944816	4946299	+	1484	1252	2579	716	2605	893	657
gene:AT5G15240	5	4947577	4950445	+	2869	0	11	37	6	0	8
gene:AT5G15250	5	4950359	4952803	-	2445	0	3	16	0	0	2
gene:AT5G15260	5	4952881	4955027	-	2147	149	201	148	244	67	108
gene:AT5G15265	5	4956314	4957633	+	1320	1	0	1	71	0	22
gene:AT5G15270	5	4958303	4962102	+	3800	296	402	201	1080	210	245
gene:AT5G15280	5	4962149	4966170	+	4022	92	134	31	245	15	3
gene:AT5G15290	5	4967011	4968092	+	1082	0	0	0	0	0	0
gene:AT5G15300	5	4968089	4970045	-	1957	70	13	0	1	0	30
gene:AT5G15310	5	4974671	4976470	+	1800	4	31	0	9	0	77
gene:AT5G15320	5	4977470	4979076	+	1607	310	472	226	1557	297	323
gene:AT5G15330	5	4980374	4982231	+	1858	147	201	31	19	0	4
gene:AT5G15340	5	4982273	4984398	-	2126	13	57	1	8	0	11
gene:AT5G15350	5	4984919	4986377	-	1459	172	439	112	255	91	133
gene:AT5G15360	5	4987437	4989182	-	1746	1	2	1	0	0	0
gene:AT5G15380	5	4991347	4994924	+	3578	0	0	0	0	0	0
gene:AT5G15390	5	4995138	4997489	+	2352	22	165	131	3	1	83
gene:AT5G15400	5	4997489	5003253	-	5765	590	704	622	1625	404	502
gene:AT5G15410	5	5003226	5006882	-	3657	255	392	144	381	45	164
gene:AT5G15420	5	5007826	5008964	-	1139	0	0	0	3	0	0
gene:AT5G15430	5	5009687	5011856	+	2170	1	11	0	1	0	0
gene:AT5G15440	5	5012061	5014281	+	2221	124	179	100	477	56	67
gene:AT5G15450	5	5014212	5018347	-	4136	572	549	303	937	35	200
gene:AT5G15460	5	5018680	5020926	-	2247	38	167	59	36	47	53
gene:AT5G15470	5	5020941	5024750	-	3810	212	232	126	612	119	174
gene:AT5G15480	5	5025952	5027160	-	1209	0	0	0	0	0	4
gene:AT5G15490	5	5027638	5030245	-	2608	396	865	318	4130	844	458
gene:AT5G15500	5	5031648	5033540	-	1893	0	0	0	93	0	0
gene:AT5G15510	5	5033933	5036824	+	2892	194	99	50	257	66	29
gene:AT5G15520	5	5037021	5038754	-	1734	41	72	97	74	150	72
gene:AT5G15530	5	5038563	5040840	+	2278	105	150	46	148	6	8
gene:AT5G15533	5	5040657	5040836	-	180	0	0	0	0	0	0
gene:AT5G15537	5	5040957	5045549	-	4593	62	93	2	96	22	40
gene:AT5G15540	5	5047515	5057666	-	10152	427	666	375	1277	369	389
gene:AT5G15550	5	5058672	5062144	-	3473	61	120	80	699	100	143
gene:AT5G15560	5	5064051	5064889	+	839	0	0	0	0	0	0
gene:AT5G15570	5	5066204	5068199	+	1996	185	168	79	810	125	91
gene:AT5G15580	5	5068237	5072492	-	4256	216	586	177	551	147	142
gene:AT5G15581	5	5071829	5072140	+	312	6	111	32	0	0	21
gene:AT5G15600	5	5078200	5079327	+	1128	8	5	0	1	0	0
gene:AT5G15610	5	5079458	5082288	+	2831	263	324	119	788	196	140
gene:AT5G15620	5	5082465	5084136	+	1672	0	0	0	0	0	0
gene:AT5G15630	5	5084524	5086811	+	2288	81	234	104	472	61	144
gene:AT5G15640	5	5087219	5090047	+	2829	100	194	83	749	228	256
gene:AT5G15650	5	5092140	5095302	+	3163	644	812	393	2298	681	704
gene:AT5G15660	5	5095652	5097041	+	1390	3	0	0	0	0	1
gene:AT5G15670	5	5099595	5100407	+	813	0	0	0	0	1	0
gene:AT5G15680	5	5100916	5111105	-	10190	448	698	317	1164	215	325
gene:AT5G15685	5	5111820	5113456	+	1637	0	0	0	0	0	0
gene:AT5G15690	5	5113823	5114477	-	655	0	0	0	0	0	0
gene:AT5G15700	5	5114761	5121841	-	7081	134	127	120	333	194	197
gene:AT5G15710	5	5122428	5124947	+	2520	71	107	13	277	34	20
gene:AT5G15720	5	5124525	5126486	-	1962	0	1	0	235	0	0
gene:AT5G15725	5	5127375	5128418	+	1044	0	0	0	0	0	0
gene:AT5G15730	5	5130449	5133267	+	2819	307	233	203	1681	246	334
gene:AT5G15740	5	5134507	5137707	-	3201	78	150	56	118	82	43
gene:AT5G15745	5	5137456	5137758	+	303	11	18	9	93	0	0
gene:AT5G15750	5	5141035	5142890	+	1856	47	143	63	591	68	187
gene:AT5G15760	5	5142990	5144606	+	1617	49	73	54	0	16	29
gene:AT5G15770	5	5144091	5144580	-	490	25	44	34	0	16	3
gene:AT5G15780	5	5144629	5146458	-	1830	141	342	34	343	238	185
gene:AT5G15790	5	5148722	5151433	+	2712	62	151	50	160	102	99
gene:AT5G15800	5	5151334	5154253	-	2920	36	8	6	0	0	29
gene:AT5G15802	5	5156244	5157545	-	1302	79	132	62	0	0	49
gene:AT5G15810	5	5157841	5161363	+	3523	287	437	106	510	62	154
gene:AT5G15820	5	5161724	5163195	+	1472	22	55	6	189	4	52
gene:AT5G15830	5	5168194	5169365	+	1172	1	7	1	0	1	0
gene:AT5G15840	5	5170162	5173085	-	2924	105	100	59	103	1	43
gene:AT5G15843	5	5170416	5172382	+	1967	99	72	58	103	1	39
gene:AT5G15850	5	5176091	5177897	-	1807	8	31	48	2	5	20
gene:AT5G15853	5	5178107	5178395	+	289	0	0	8	0	0	6
gene:AT5G15860	5	5178157	5181761	-	3605	114	92	32	75	0	35
gene:AT5G15870	5	5182367	5184948	-	2582	166	247	153	1381	357	331
gene:AT5G15880	5	5185651	5187706	+	2056	117	196	77	448	0	51
gene:AT5G15890	5	5187587	5189348	-	1762	9	21	12	0	0	1
gene:AT5G15900	5	5189376	5192176	-	2801	2	0	6	0	0	8
gene:AT5G15910	5	5192842	5195396	+	2555	81	101	18	8	4	33
gene:AT5G15920	5	5195593	5199697	+	4105	134	175	39	672	210	113
gene:AT5G15930	5	5199711	5202452	+	2742	90	192	76	578	81	77
gene:AT5G15940	5	5202466	5204883	+	2418	0	0	0	151	18	24
gene:AT5G15950	5	5205869	5208036	+	2168	224	466	354	747	10	104
gene:AT5G15960	5	5209717	5210826	+	1110	0	1	2	365	26	37
gene:AT5G15970	5	5211719	5212743	+	1025	147	300	110	10609	1351	2680
gene:AT5G15980	5	5213062	5215674	+	2613	180	177	65	971	170	205
gene:AT5G16000	5	5223934	5227288	+	3355	485	643	240	82	41	66
gene:AT5G16010	5	5227747	5229117	+	1371	186	350	192	573	6	93
gene:AT5G16020	5	5229513	5232311	+	2799	0	2	0	0	0	0
gene:AT5G16023	5	5232532	5233036	-	505	0	0	0	0	0	0
gene:AT5G16030	5	5237970	5240748	+	2779	818	1082	659	1826	72	511
gene:AT5G16040	5	5240675	5243473	-	2799	91	73	38	207	30	39
gene:AT5G16050	5	5243555	5245838	-	2284	696	736	508	2033	646	528
gene:AT5G16060	5	5246080	5247442	+	1363	130	151	29	197	68	70
gene:AT5G16070	5	5247354	5251179	-	3826	388	548	189	189	78	120
gene:AT5G16080	5	5252251	5253790	-	1540	12	25	1	1763	331	360
gene:AT5G16090	5	5255797	5257351	-	1555	0	0	0	14	0	3
gene:AT5G16100	5	5257609	5259924	-	2316	0	0	0	0	0	0
gene:AT5G16110	5	5260522	5262840	-	2319	1196	1673	707	1874	585	488
gene:AT5G16120	5	5265473	5268078	+	2606	402	560	375	622	124	191
gene:AT5G16130	5	5268421	5270199	+	1779	777	1284	400	1807	458	604
gene:AT5G16140	5	5270160	5271963	-	1804	46	93	34	1	0	46
gene:AT5G16150	5	5272476	5275815	+	3340	604	1386	452	1506	370	573
gene:AT5G16160	5	5275695	5276643	-	949	84	151	75	106	59	15
gene:AT5G16170	5	5277787	5279821	+	2035	23	19	11	472	97	258
gene:AT5G16180	5	5279884	5283102	+	3219	271	272	186	340	58	88
gene:AT5G16190	5	5283447	5286842	-	3396	104	111	133	433	125	48
gene:AT5G16200	5	5289401	5290506	-	1106	1	22	8	2	0	8
gene:AT5G16210	5	5290696	5298169	-	7474	284	408	218	826	185	330
gene:AT5G16220	5	5298112	5300642	-	2531	285	415	179	818	131	106
gene:AT5G16230	5	5302905	5306088	+	3184	251	304	195	311	18	70
gene:AT5G16240	5	5306740	5309961	+	3222	16	5	24	0	4	19
gene:AT5G16250	5	5310052	5310951	-	900	740	694	247	872	130	111
gene:AT5G16260	5	5311141	5315834	+	4694	219	308	153	374	116	80
gene:AT5G16270	5	5316197	5322700	+	6504	715	847	308	1261	359	439
gene:AT5G16280	5	5323133	5331694	-	8562	324	876	188	1111	134	233
gene:AT5G16285	5	5332830	5333102	-	273	0	0	0	0	0	0
gene:AT5G16290	5	5333750	5337784	+	4035	257	246	105	13	155	55
gene:AT5G16300	5	5337895	5342432	+	4538	288	433	155	702	268	495
gene:AT5G16310	5	5342391	5344285	-	1895	71	122	72	5	3	14
gene:AT5G16320	5	5344495	5346106	+	1612	40	41	31	5	43	23
gene:AT5G16330	5	5346163	5346977	-	815	0	0	0	0	0	0
gene:AT5G16340	5	5348993	5351095	-	2103	0	1	15	0	0	0
gene:AT5G16350	5	5352572	5355070	+	2499	0	0	0	0	0	0
gene:AT5G16360	5	5354876	5356353	-	1478	19	9	22	139	0	1
gene:AT5G16370	5	5356551	5358789	-	2239	217	224	85	51	57	161
gene:AT5G16380	5	5359307	5360710	-	1404	61	62	14	239	27	26
gene:AT5G16390	5	5360789	5363297	-	2509	556	793	324	1452	236	128
gene:AT5G16400	5	5363420	5365391	-	1972	271	330	138	294	102	242
gene:AT5G16410	5	5365597	5367612	-	2016	32	14	0	73	0	0
gene:AT5G16420	5	5367971	5370242	+	2272	80	44	85	0	1	14
gene:AT5G16430	5	5370350	5370607	+	258	0	0	0	0	0	0
gene:AT5G16440	5	5371627	5373809	+	2183	235	325	126	80	98	92
gene:AT5G16450	5	5373820	5375459	+	1640	186	290	59	113	119	200
gene:AT5G16453	5	5375455	5375999	-	545	0	0	0	0	0	0
gene:AT5G16460	5	5376961	5378533	-	1573	1	0	0	0	0	0
gene:AT5G16470	5	5379359	5380512	+	1154	627	951	742	2007	639	813
gene:AT5G16480	5	5381069	5382939	-	1871	39	138	30	488	6	74
gene:AT5G16486	5	5383597	5384226	-	630	0	0	19	58	0	0
gene:AT5G16490	5	5384250	5385230	-	981	33	187	120	150	47	33
gene:AT5G16500	5	5386524	5389311	-	2788	0	0	0	0	0	0
gene:AT5G16510	5	5392576	5394573	+	1998	260	182	87	246	214	84
gene:AT5G16520	5	5394544	5397466	-	2923	71	116	8	136	9	24
gene:AT5G16530	5	5400600	5402845	+	2246	5	29	9	0	18	25
gene:AT5G16540	5	5403069	5405173	+	2105	257	192	113	12	11	65
gene:AT5G16550	5	5405346	5406887	+	1542	88	217	115	339	3	74
gene:AT5G16560	5	5406863	5411766	-	4904	71	111	54	92	98	178
gene:AT5G16570	5	5421589	5424749	-	3161	295	324	188	294	7	34
gene:AT5G16580	5	5425641	5427472	-	1832	0	0	0	0	0	0
gene:AT5G16590	5	5431584	5434186	+	2603	555	745	307	255	35	92
gene:AT5G16600	5	5438165	5440433	+	2269	175	198	202	45	14	36
gene:AT5G16610	5	5444760	5448355	-	3596	216	195	122	90	1	2
gene:AT5G16620	5	5450620	5454577	+	3958	625	969	431	428	170	194
gene:AT5G16630	5	5454654	5459647	+	4994	174	129	69	93	44	107
gene:AT5G16640	5	5460921	5463017	+	2097	0	65	12	0	1	0
gene:AT5G16650	5	5463177	5465398	-	2222	268	426	269	150	51	57
gene:AT5G16660	5	5465475	5467319	-	1845	368	617	229	635	22	254
gene:AT5G16680	5	5467228	5473592	-	6365	823	501	304	1205	182	473
gene:AT5G16690	5	5474366	5480067	+	5702	6	44	9	158	61	9
gene:AT5G16700	5	5480763	5483045	+	2283	0	0	0	0	0	0
gene:AT5G16710	5	5483260	5485185	+	1926	489	632	264	641	183	214
gene:AT5G16715	5	5485203	5493548	+	8346	630	896	341	1104	114	63
gene:AT5G16720	5	5494228	5496846	+	2619	512	522	175	962	34	90
gene:AT5G16730	5	5497524	5500985	+	3462	966	1012	389	1131	377	407
gene:AT5G16740	5	5501044	5502856	-	1813	0	0	0	0	0	0
gene:AT5G16750	5	5504242	5509361	-	5120	277	338	89	549	178	168
gene:AT5G16760	5	5509625	5511322	+	1698	403	258	235	1081	276	264
gene:AT5G16770	5	5514717	5517153	+	2437	19	0	0	104	0	0
gene:AT5G16780	5	5515707	5522261	-	6555	631	734	430	1925	260	561
gene:AT5G16790	5	5522417	5524011	-	1595	11	3	0	0	0	20
gene:AT5G16800	5	5524273	5526597	-	2325	167	112	35	963	303	99
gene:AT5G16810	5	5526689	5529978	-	3290	74	82	46	228	0	50
gene:AT5G16820	5	5530195	5532889	+	2695	147	126	29	317	2	41
gene:AT5G16830	5	5532846	5535295	-	2450	158	163	64	779	106	204
gene:AT5G16840	5	5535845	5538250	+	2406	285	368	216	278	151	153
gene:AT5G16850	5	5538180	5543657	-	5478	0	5	3	1	0	0
gene:AT5G16860	5	5543834	5546537	+	2704	2	14	0	2	0	5
gene:AT5G16870	5	5546811	5548777	-	1967	67	49	70	108	0	20
gene:AT5G16880	5	5548914	5551509	+	2596	571	598	276	2229	800	795
gene:AT5G16890	5	5551627	5554919	+	3293	130	138	40	65	1	41
gene:AT5G16900	5	5555057	5559997	+	4941	6	2	1	0	1	0
gene:AT5G16910	5	5560607	5565660	+	5054	254	174	93	236	206	116
gene:AT5G16920	5	5567000	5568128	+	1129	0	0	0	1	0	0
gene:AT5G16930	5	5568388	5571859	+	3472	49	80	65	970	294	141
gene:AT5G16940	5	5571550	5572405	-	856	10	38	13	130	0	10
gene:AT5G16950	5	5572523	5573191	+	669	39	56	12	11	16	12
gene:AT5G16960	5	5573700	5575910	-	2211	0	1	0	3	0	4
gene:AT5G16970	5	5575973	5578086	-	2114	352	638	295	163	83	75
gene:AT5G16980	5	5578846	5581311	-	2466	34	115	10	39	0	0
gene:AT5G16990	5	5581524	5584466	-	2943	141	132	73	115	49	45
gene:AT5G17000	5	5584708	5587237	-	2530	214	210	94	331	79	91
gene:AT5G17010	5	5587344	5592534	-	5191	117	185	59	170	114	47
gene:AT5G17020	5	5594632	5602969	+	8338	828	1287	404	1938	720	799
gene:AT5G17030	5	5603133	5604893	-	1761	0	0	0	0	0	0
gene:AT5G17040	5	5605201	5607128	-	1928	0	1	0	0	0	0
gene:AT5G17050	5	5607788	5609589	-	1802	56	79	39	49	67	40
gene:AT5G17060	5	5610741	5613074	+	2334	47	58	18	222	10	58
gene:AT5G17070	5	5613307	5616233	-	2927	77	162	57	96	22	1
gene:AT5G17080	5	5619594	5620949	+	1356	0	0	1	0	0	1
gene:AT5G17090	5	5621249	5622542	-	1294	0	0	0	0	0	0
gene:AT5G17100	5	5623021	5624800	-	1780	0	0	0	0	0	0
gene:AT5G17110	5	5626563	5627474	-	912	0	0	0	0	0	0
gene:AT5G17120	5	5628529	5629324	-	796	0	0	0	0	0	0
gene:AT5G17130	5	5636969	5637727	+	759	0	0	0	0	0	0
gene:AT5G17140	5	5637830	5638273	+	444	0	0	0	0	0	0
gene:AT5G17150	5	5638475	5639629	-	1155	5	0	0	0	0	0
gene:AT5G17160	5	5639646	5642623	-	2978	50	146	87	178	67	55
gene:AT5G17165	5	5643118	5647807	-	4690	2	9	39	99	0	0
gene:AT5G17167	5	5645309	5646067	+	759	0	0	0	0	0	0
gene:AT5G17170	5	5649057	5651205	+	2149	846	1458	594	243	90	173
gene:AT5G17180	5	5651396	5651807	+	412	0	0	0	0	0	0
gene:AT5G17190	5	5652171	5653173	+	1003	110	343	259	456	534	234
gene:AT5G17200	5	5653524	5655336	-	1813	0	0	0	97	0	0
gene:AT5G17210	5	5656348	5658193	+	1846	74	80	34	609	115	48
gene:AT5G17220	5	5658416	5659661	+	1246	0	0	1	0	0	0
gene:AT5G17230	5	5659554	5662997	-	3444	1338	1870	493	1854	399	335
gene:AT5G17240	5	5666823	5668907	+	2085	39	100	19	16	1	22
gene:AT5G17250	5	5668993	5673656	-	4664	107	111	75	0	0	68
gene:AT5G17260	5	5675184	5678175	-	2992	83	20	54	20	0	17
gene:AT5G17270	5	5679922	5685794	+	5873	74	183	105	89	8	11
gene:AT5G17290	5	5686135	5689947	-	3813	241	215	155	182	164	90
gene:AT5G17280	5	5686299	5686895	+	597	158	134	118	141	129	62
gene:AT5G17300	5	5690225	5692992	-	2768	31	82	15	0	0	6
gene:AT5G17305	5	5692700	5692924	+	225	0	20	6	0	0	0
gene:AT5G17310	5	5696478	5700993	-	4516	107	316	54	377	0	305
gene:AT5G17320	5	5703139	5707637	-	4499	0	0	1	0	0	0
gene:AT5G17330	5	5710910	5715075	+	4166	12	64	18	450	69	39
gene:AT5G17340	5	5715624	5716268	-	645	0	0	0	0	2	0
gene:AT5G17345	5	5715784	5716607	+	824	0	0	0	0	2	0
gene:AT5G17350	5	5718498	5719608	+	1111	2	7	0	364	22	5
gene:AT5G17360	5	5720283	5721659	+	1377	6	9	0	105	56	21
gene:AT5G17370	5	5721801	5724751	-	2951	1	62	30	91	35	56
gene:AT5G17380	5	5724759	5726912	-	2154	516	464	180	3091	1296	2419
gene:AT5G17390	5	5727473	5728688	+	1216	0	1	0	180	49	40
gene:AT5G17400	5	5728789	5730430	-	1642	126	124	150	106	34	49
gene:AT5G17410	5	5730569	5736695	+	6127	240	195	107	314	92	89
gene:AT5G17420	5	5736630	5741500	-	4871	404	959	373	1625	376	710
gene:AT5G17430	5	5742393	5745748	-	3356	0	3	0	0	0	0
gene:AT5G17440	5	5749723	5753772	+	4050	169	238	97	92	41	86
gene:AT5G17450	5	5755222	5757003	+	1782	222	193	145	567	49	143
gene:AT5G17460	5	5757073	5759817	-	2745	49	91	26	415	239	234
gene:AT5G17470	5	5760953	5761406	-	454	0	0	0	5	0	0
gene:AT5G17480	5	5762600	5763202	+	603	0	0	0	0	0	0
gene:AT5G17490	5	5763989	5766246	-	2258	0	53	15	326	31	9
gene:AT5G17500	5	5767379	5769924	+	2546	15	0	0	0	2	0
gene:AT5G17510	5	5769318	5772481	-	3164	438	338	108	1475	278	295
gene:AT5G17520	5	5772568	5775417	-	2850	137	97	52	93	58	29
gene:AT5G17522	5	5775535	5776346	+	812	0	0	0	0	0	0
gene:AT5G17523	5	5775586	5777350	-	1765	0	0	0	0	0	0
gene:AT5G17530	5	5777469	5782150	+	4682	421	311	196	130	56	127
gene:AT5G17540	5	5781987	5783729	-	1743	75	32	25	0	0	15
gene:AT5G17550	5	5786414	5788304	-	1891	25	140	114	217	83	54
gene:AT5G17560	5	5788358	5789964	+	1607	209	404	102	852	168	146
gene:AT5G17570	5	5792926	5795107	+	2182	16	37	7	6	3	0
gene:AT5G17580	5	5794968	5797944	+	2977	10	17	51	25	0	14
gene:AT5G17590	5	5797184	5798027	-	844	0	1	0	0	0	0
gene:AT5G17600	5	5799432	5801418	-	1987	92	99	64	212	41	47
